initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
We used a new method in anaesthetized cats to measure blood flow to the medulla (microspheres) and pressure (servo-null) in branches of the basilar artery that supply the medulla.,"Resistance was determined during normocapnia, hypercapnia, hypocapnia and seizures (produced with intravenous bicuculline).",the pressure of the blood ( cbf ) and pressure ( pressure - negative ) in the branches of the branches of the basilar artery were measured in the same cats with [PAD] [PAD] [PAD] [PAD] carotid artery.,0.05263157894598341,1.1926756082899304e-09,3.406021549710842e-12,1.8330256088670778e-13,0.04214963119072709,0.08603667136812412,0,0.6425570249557495,0.756822,0.244764,0.658787
The effect of 6-hydroxydopamine (6-OHDA) on heart lipoprotein lipase (LPL) activity in mice was investigated in vivo and in vitro.,"Intraperitoneal administration of 6-OHDA (30 mg/kg b. w.) provoked a statistically significant (p less than 0.05) increase in heart LPL activity and a significant fall (p less than 0.05) in post-heparin lipolytic activity (PHLA) in blood serum, compared with controls.","the effect of the effect of the plasma concentration of hv and hvh, and the effect of the plasma concentration of the ck and of the plasma concentration of the ahh on the activity were studied.",0.07456994306372142,1.3807670425452126e-09,3.6883799714519025e-12,1.920589369527484e-13,0.024400871459694985,0.07820512820512819,0,0.6769024133682251,0.742693,0.17983,0.631747
Quantitative study of pulmonary endocrine cells in anencephaly.,Quantitative studies of pulmonary endocrine cells in 8 male autopsy cases of anencephaly were performed.,the role of the role of the the role of the the role of the role of the the role of the. v. v. v. v. v. v. v. [PAD]..,0.06666666666444447,1.516196087106396e-09,4.346278690526959e-12,2.3482657121813303e-13,0.01875732708089097,0.0945736434108527,0,0.42501407861709595,0.572692,0.126181,0.552857
GnRH stimulates LH release from pituitary gonadotropes.,Prolonged exposure of these cells to GnRH results in decreased sensitivity to further stimulation by the releasing hormone both in vivo and in vitro.,the magnitude of the the magnitude of the the magnitude of the the s. s. s. s. s. s. s. s. s. s. s. s. s..,0.07692307692011838,1.7541160385452435e-09,5.042374901543655e-12,2.732400714991063e-13,0.014388489208633094,0.08058124174372522,0,0.20308347046375275,0.438889,0.141212,0.50818
"Except for four strains that belonged to serogroup WII, the PPNG strains were classified as serogroup WI or ungroupable.","We determined the concentrations at which 90% of strains were inhibited (MIC90) for spectinomycin (32 mg/liter for both PPNG and non-PPNG), kanamycin (32 mg/liter for both PPNG and non-PPNG), tetracycline (2 mg/liter for non-PPNG, 1 mg/liter for PPNG), cefotaxime (0.03 mg/liter for non-PPNG, 0.008 mg/liter for PPNG), and penicillin (1 mg/liter for non-PPNG, greater than 32 mg/liter for PPNG).","the results of the clinical examinations of the elderly patients, kidney transplantation, retransplantation, and dialysis, and the results of the clinical examinations of the younger patients, elderly, and elderly patients were compared.",0.08064274511497153,1.0577519142982367e-09,2.5219519356999145e-12,1.2419214046753208e-13,0.026290728245721047,0.10430916552667578,0,0.7113864421844482,0.703961,0.170461,0.708798
"However, focal areas of active tumour proliferation were always present in these patients.",These data confirm that ex vivo perfusion over protein A columns of plasma from patients with cancer can induce a tumoricidal response in some instances and show that the Fc-binding capacity of protein A is most probably responsible for the necrolytic response and the side effects.,"the significance of the significance of the the significance of the the significance of the meaning, and the significance of the significance of the significance of the significance of the significance of the the meaning, are discussed.",0.12714823267821146,0.052624055534221975,3.9587109776010187e-07,1.0936687871651145e-09,0.029075804776739357,0.14180550174351028,0,0.6356976628303528,0.778417,0.185469,0.601331
"To determine the mechanisms which mediate species- and treatment-related differences in susceptibility to aflatoxin B1 (AFB), we conducted a comparative study of the effects of dietary butylated hydroxyanisole (BHA) on the hepatic in vivo DNA binding and in vitro biotransformation of AFB in the rat and mouse.","Mice are resistant to the hepatocarcinogenic effects of AFB, and BHA pretreatment has been shown to inhibit the carcinogenic effects of AFB in the highly susceptible rat.",the effects of dietary but - hydroxyamisole ( bha ) on the hepatic in vivo dna binding and in vitro metabolism of human and rat - zip aflatoxin b were studied in rats.,0.21212121211478424,0.08141736840736051,5.979857148051304e-07,1.6339463528729465e-09,0.11799457571894753,0.2036727879799666,0,0.7477700710296631,0.855037,0.424514,0.710474
Effect of thyroid hormones on growth hormone secretion in broiler chickens.,Plasma concentrations of growth hormone (GH) were observed to be significantly elevated following the administration of thyrotropin-releasing hormone (TRH) in young (4- to 12-week-old) but not in adult (20-week-old) broiler chickens.,"the results of the results of the the results of the microclinic point were a1, a2, a3, a4, retrans5, and the microclinic point was a single point.",0.12774864544731623,2.058360865720827e-09,5.2672957047301616e-12,2.691863191196532e-13,0.022246941045606226,0.10217755443886098,0,0.5762957334518433,0.757452,0.146321,0.656564
"As previously shown, rearrangement of the gene segments encoding the heavy-chain variable regions (VH) of mouse antibodies is also developmentally ordered: the number of VH gene segments rearranged in B lymphocytes of fetal mice is small but increased progressively after birth.","In this report, human fetal B-lineage cells were also shown to rearrange a highly restricted set of VH gene segments.",the influence of the imf of the imf of the imf of the power of the power of the power of the power of the power of the power of the power of the the power was prevailed.,0.02631578947299172,8.433490103776005e-10,2.7033610955186744e-12,1.5413846635645835e-13,0.015065913370998116,0.03652694610778443,0,0.6456639766693115,0.706551,0.155272,0.53428
We recently isolated the gene and a cDNA clone for the mouse T-cell surface antigen Lyt-2 and showed that Lyt-2 is homologous to the human Leu-2 (T8) antigen and that the gene encoding it is a member of the immunoglobulin gene superfamily.,"By screening a mouse thymus cDNA library with the Lyt-2 cDNA clone, we isolated two classes of cDNA clones, alpha and alpha', which differ by 31 base pairs.","the expression of these epitopes is regulated by the presence of the thy - 1 and thy - 2 antigens, and the expression operates operates dependent on the number of lyt - 2 - bearing t cells.",0.1081081081051863,1.7329174829859686e-09,4.410582067320715e-12,2.241311406054368e-13,0.06570841889117043,0.09467149508535956,0,0.7397477030754089,0.815731,0.230814,0.623505
beta-Lactamase is present in A. nidulans transformed either with pBR322 or the plasmid pCH1 as evidenced by hydrolysis of the beta-lactam ring of Nitrocefin in extracts of transformants.,beta-Lactamase also can be immunoprecipitated from extracts of [35S]methionine-labeled pBR322 transformants and coprecipitates with ribulose-bisphosphate carboxylase.,"the results of the analysis of the imf of the, of the imf of the and of the imf of the, of the and of the and of the and of the and of the are discussed.",0.05405405405259316,1.2253577034561021e-09,3.50068130672849e-12,1.884710726818381e-13,0.02270577105014191,0.08127914723517657,0,0.6541923880577087,0.587213,0.247293,0.524367
"The reduced molecular weight M(1 -upsilon rho) of the monomer was found to be about 4.09 +/- 0.20 kg mol-1; this corresponds to a molecular weight of 16,410 +/- 820, with the Scatchard definition of components.",A small amount of a polymer with a molecular weight of about 0.5 X 10(6) was detected under these conditions.,the logarithm of the logarithm of the variance of and the logarithm of the logarithm of the variance of the variance of variance were positively correlated with the logarithm of the variance of the variance ( r2 ).,0.0789473684189751,1.4607233344869356e-09,3.898921378397572e-12,2.0285762996808684e-13,0.04567078972407232,0.10958083832335329,0,0.7767239809036255,0.708497,0.267506,0.596235
